table_name,column_name,data_type,character_maximum_length,numeric_precision,numeric_scale,is_nullable,column_default,ordinal_position
"annual_report_fees_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"annual_report_fees_ca_openend","status_code","numeric","","","","YES","","2"
"annual_report_fees_ca_openend","status_message","text","","","","YES","","3"
"annual_report_fees_ca_openend","_id","text","","","","YES","","4"
"annual_report_fees_ca_openend","_idtype","text","","","","YES","","5"
"annual_report_fees_ca_openend","annualreportdate","text","","","","YES","","6"
"annual_report_fees_ca_openend","interimnetexpenseratio","text","","","","YES","","7"
"annual_report_fees_ca_openend","interimnetexpenseratiodate","text","","","","YES","","8"
"annual_report_fees_ca_openend","mer","text","","","","YES","","9"
"annual_report_fees_ca_openend","tradingexpenseratio","text","","","","YES","","10"
"annual_report_fees_ca_openend","_name","text","","","","YES","","11"
"annual_report_fees_ca_openend","semi_annual_report_net_expense_ratio_date","text","","","","YES","","12"
"annual_report_fees_ca_openend","semi_annual_report_turnover_ratio_date","text","","","","YES","","13"
"annual_report_fees_ca_openend","_hashkey","numeric","","","","YES","","14"
"annual_report_fees_ca_openend","_runid","text","","","","YES","","15"
"annual_report_fees_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","16"
"annual_report_fees_ca_openend","_timestampto","timestamp with time zone","","","","YES","","17"
"annual_report_fees_ca_openend","fault_faultstring","text","","","","YES","","18"
"annual_report_fees_ca_openend","fault_detail_errorcode","text","","","","YES","","19"
"annual_report_fees_ca_openend","_currencyid","text","","","","YES","","20"
"fee_levels_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"fee_levels_ca_openend","status_code","numeric","","","","YES","","2"
"fee_levels_ca_openend","status_message","text","","","","YES","","3"
"fee_levels_ca_openend","_id","text","","","","YES","","4"
"fee_levels_ca_openend","_idtype","text","","","","YES","","5"
"fee_levels_ca_openend","feelevel","text","","","","YES","","6"
"fee_levels_ca_openend","feeleveldate","text","","","","YES","","7"
"fee_levels_ca_openend","feelevelrank","text","","","","YES","","8"
"fee_levels_ca_openend","_name","text","","","","YES","","9"
"fee_levels_ca_openend","_hashkey","numeric","","","","YES","","10"
"fee_levels_ca_openend","_runid","text","","","","YES","","11"
"fee_levels_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","12"
"fee_levels_ca_openend","_timestampto","timestamp with time zone","","","","YES","","13"
"fee_levels_ca_openend","fault_faultstring","text","","","","YES","","14"
"fee_levels_ca_openend","fault_detail_errorcode","text","","","","YES","","15"
"fund_attributes_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"fund_attributes_ca_openend","status_code","numeric","","","","YES","","2"
"fund_attributes_ca_openend","status_message","text","","","","YES","","3"
"fund_attributes_ca_openend","_id","text","","","","YES","","4"
"fund_attributes_ca_openend","_idtype","text","","","","YES","","5"
"fund_attributes_ca_openend","activenontransparent","boolean","","","","YES","","6"
"fund_attributes_ca_openend","availablefor529only","boolean","","","","YES","","7"
"fund_attributes_ca_openend","availableinsuranceproduct","boolean","","","","YES","","8"
"fund_attributes_ca_openend","availablepensionplan","boolean","","","","YES","","9"
"fund_attributes_ca_openend","availableregularinvestment","boolean","","","","YES","","10"
"fund_attributes_ca_openend","availableretirementplan","boolean","","","","YES","","11"
"fund_attributes_ca_openend","continuouslyoffered","text","","","","YES","","12"
"fund_attributes_ca_openend","coveredcall","text","","","","YES","","13"
"fund_attributes_ca_openend","currencyhedged","text","","","","YES","","14"
"fund_attributes_ca_openend","currencyhedgedto","text","","","","YES","","15"
"fund_attributes_ca_openend","delayedpricing","text","","","","YES","","16"
"fund_attributes_ca_openend","dividendinvestmentplan","boolean","","","","YES","","17"
"fund_attributes_ca_openend","etfmanagedportfolio","text","","","","YES","","18"
"fund_attributes_ca_openend","exchangetradednotes","boolean","","","","YES","","19"
"fund_attributes_ca_openend","exchangetradedshare","boolean","","","","YES","","20"
"fund_attributes_ca_openend","fclass","boolean","","","","YES","","21"
"fund_attributes_ca_openend","fundlevelcategorycode","text","","","","YES","","22"
"fund_attributes_ca_openend","fundlevelcategoryname","text","","","","YES","","23"
"fund_attributes_ca_openend","fundoffunds","text","","","","YES","","24"
"fund_attributes_ca_openend","holdr","boolean","","","","YES","","25"
"fund_attributes_ca_openend","indexfund","boolean","","","","YES","","26"
"fund_attributes_ca_openend","indexingapproachcensusreplication","text","","","","YES","","27"
"fund_attributes_ca_openend","indexingapproachderivativebased","text","","","","YES","","28"
"fund_attributes_ca_openend","indexingapproachphysicalfull","text","","","","YES","","29"
"fund_attributes_ca_openend","indexingapproachphysicalsample","text","","","","YES","","30"
"fund_attributes_ca_openend","indexingapproachstratefiedsampling","text","","","","YES","","31"
"fund_attributes_ca_openend","indexingapproachstructured","text","","","","YES","","32"
"fund_attributes_ca_openend","indexingapproachsyntheticreplication","text","","","","YES","","33"
"fund_attributes_ca_openend","institutional","text","","","","YES","","34"
"fund_attributes_ca_openend","inversefund","boolean","","","","YES","","35"
"fund_attributes_ca_openend","investmentarea","text","","","","YES","","36"
"fund_attributes_ca_openend","leveragedfund","boolean","","","","YES","","37"
"fund_attributes_ca_openend","lifecyclefund","text","","","","YES","","38"
"fund_attributes_ca_openend","mptriskfreerateid","text","","","","YES","","39"
"fund_attributes_ca_openend","mptriskfreeratename","text","","","","YES","","40"
"fund_attributes_ca_openend","manageddistribution","text","","","","YES","","41"
"fund_attributes_ca_openend","masterfeeder","boolean","","","","YES","","42"
"fund_attributes_ca_openend","masterfundid","text","","","","YES","","43"
"fund_attributes_ca_openend","masterfundname","text","","","","YES","","44"
"fund_attributes_ca_openend","moneymarketfund","text","","","","YES","","45"
"fund_attributes_ca_openend","nondiversifiedfund","text","","","","YES","","46"
"fund_attributes_ca_openend","offshorevehicle","text","","","","YES","","47"
"fund_attributes_ca_openend","oldestshareclassid","text","","","","YES","","48"
"fund_attributes_ca_openend","oldestshareclassinceptiondate","text","","","","YES","","49"
"fund_attributes_ca_openend","overlaymanaged","text","","","","YES","","50"
"fund_attributes_ca_openend","peaindicator","text","","","","YES","","51"
"fund_attributes_ca_openend","portfolioconstructionprocess","text","","","","YES","","52"
"fund_attributes_ca_openend","rrsp","boolean","","","","YES","","53"
"fund_attributes_ca_openend","shariacompliant","boolean","","","","YES","","54"
"fund_attributes_ca_openend","strategymanagementapproachstrategicbeta","text","","","","YES","","55"
"fund_attributes_ca_openend","sustainableinvestmentoverall","text","","","","YES","","56"
"fund_attributes_ca_openend","syntheticreplication","boolean","","","","YES","","57"
"fund_attributes_ca_openend","targetmaturitybondindicator","text","","","","YES","","58"
"fund_attributes_ca_openend","targetmaturitybondyear","text","","","","YES","","59"
"fund_attributes_ca_openend","truenoload","text","","","","YES","","60"
"fund_attributes_ca_openend","usesetfsonly","text","","","","YES","","61"
"fund_attributes_ca_openend","_name","text","","","","YES","","62"
"fund_attributes_ca_openend","india_purchase_and_redemption_options","jsonb","","","","YES","","63"
"fund_attributes_ca_openend","_hashkey","numeric","","","","YES","","64"
"fund_attributes_ca_openend","_runid","text","","","","YES","","65"
"fund_attributes_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","66"
"fund_attributes_ca_openend","_timestampto","timestamp with time zone","","","","YES","","67"
"fund_flow_details_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"fund_flow_details_ca_openend","status_code","numeric","","","","YES","","2"
"fund_flow_details_ca_openend","status_message","text","","","","YES","","3"
"fund_flow_details_ca_openend","_id","text","","","","YES","","4"
"fund_flow_details_ca_openend","_idtype","text","","","","YES","","5"
"fund_flow_details_ca_openend","estfundlevelnetflow10yrmoend","text","","","","YES","","6"
"fund_flow_details_ca_openend","estfundlevelnetflow15yrmoend","text","","","","YES","","7"
"fund_flow_details_ca_openend","estfundlevelnetflow1momoend","text","","","","YES","","8"
"fund_flow_details_ca_openend","estfundlevelnetflow1yrmoend","text","","","","YES","","9"
"fund_flow_details_ca_openend","estfundlevelnetflow3momoend","text","","","","YES","","10"
"fund_flow_details_ca_openend","estfundlevelnetflow3yrmoend","text","","","","YES","","11"
"fund_flow_details_ca_openend","estfundlevelnetflow5yrmoend","text","","","","YES","","12"
"fund_flow_details_ca_openend","estfundlevelnetflow6momoend","text","","","","YES","","13"
"fund_flow_details_ca_openend","estfundlevelnetflowdatemoend","text","","","","YES","","14"
"fund_flow_details_ca_openend","estfundlevelnetflowytdmoend","text","","","","YES","","15"
"fund_flow_details_ca_openend","estnetflow10yrqtrend","text","","","","YES","","16"
"fund_flow_details_ca_openend","estnetflow1moqtrend","text","","","","YES","","17"
"fund_flow_details_ca_openend","estnetflow1yrqtrend","text","","","","YES","","18"
"fund_flow_details_ca_openend","estnetflow3moqtrend","text","","","","YES","","19"
"fund_flow_details_ca_openend","estnetflow3yrqtrend","text","","","","YES","","20"
"fund_flow_details_ca_openend","estnetflow5yrqtrend","text","","","","YES","","21"
"fund_flow_details_ca_openend","estnetflow6moqtrend","text","","","","YES","","22"
"fund_flow_details_ca_openend","estnetflowdateqtrend","text","","","","YES","","23"
"fund_flow_details_ca_openend","estshareclassnetflow10yrmoend","text","","","","YES","","24"
"fund_flow_details_ca_openend","estshareclassnetflow15yrmoend","text","","","","YES","","25"
"fund_flow_details_ca_openend","estshareclassnetflow1momoend","text","","","","YES","","26"
"fund_flow_details_ca_openend","estshareclassnetflow1yrmoend","text","","","","YES","","27"
"fund_flow_details_ca_openend","estshareclassnetflow3momoend","text","","","","YES","","28"
"fund_flow_details_ca_openend","estshareclassnetflow3yrmoend","text","","","","YES","","29"
"fund_flow_details_ca_openend","estshareclassnetflow5yrmoend","text","","","","YES","","30"
"fund_flow_details_ca_openend","estshareclassnetflow6momoend","text","","","","YES","","31"
"fund_flow_details_ca_openend","estshareclassnetflowdatemoend","text","","","","YES","","32"
"fund_flow_details_ca_openend","estshareclassnetflowytdmoend","text","","","","YES","","33"
"fund_flow_details_ca_openend","_name","text","","","","YES","","34"
"fund_flow_details_ca_openend","_hashkey","numeric","","","","YES","","35"
"fund_flow_details_ca_openend","_runid","text","","","","YES","","36"
"fund_flow_details_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","37"
"fund_flow_details_ca_openend","_timestampto","timestamp with time zone","","","","YES","","38"
"fund_flow_details_ca_openend","fault_faultstring","text","","","","YES","","39"
"fund_flow_details_ca_openend","fault_detail_errorcode","text","","","","YES","","40"
"fund_flow_details_ca_openend","_currencyid","text","","","","YES","","41"
"fund_level_net_assets_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"fund_level_net_assets_ca_openend","status_code","numeric","","","","YES","","2"
"fund_level_net_assets_ca_openend","status_message","text","","","","YES","","3"
"fund_level_net_assets_ca_openend","_id","text","","","","YES","","4"
"fund_level_net_assets_ca_openend","_idtype","text","","","","YES","","5"
"fund_level_net_assets_ca_openend","asoforiginalreported","text","","","","YES","","6"
"fund_level_net_assets_ca_openend","asoforiginalreportedcurrencyid","text","","","","YES","","7"
"fund_level_net_assets_ca_openend","asoforiginalreporteddate","text","","","","YES","","8"
"fund_level_net_assets_ca_openend","fundnetassets","text","","","","YES","","9"
"fund_level_net_assets_ca_openend","netassetsdate","text","","","","YES","","10"
"fund_level_net_assets_ca_openend","normalizedfundnetassets","text","","","","YES","","11"
"fund_level_net_assets_ca_openend","surveyedfundnetassets","text","","","","YES","","12"
"fund_level_net_assets_ca_openend","surveyedfundnetassetsdate","text","","","","YES","","13"
"fund_level_net_assets_ca_openend","_name","text","","","","YES","","14"
"fund_level_net_assets_ca_openend","_hashkey","numeric","","","","YES","","15"
"fund_level_net_assets_ca_openend","_runid","text","","","","YES","","16"
"fund_level_net_assets_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","17"
"fund_level_net_assets_ca_openend","_timestampto","timestamp with time zone","","","","YES","","18"
"fund_manager_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"fund_manager_ca_openend","status_code","numeric","","","","YES","","2"
"fund_manager_ca_openend","status_message","text","","","","YES","","3"
"fund_manager_ca_openend","_id","text","","","","YES","","4"
"fund_manager_ca_openend","_idtype","text","","","","YES","","5"
"fund_manager_ca_openend","firmassetsmanagerinvestment0","text","","","","YES","","6"
"fund_manager_ca_openend","firmassetsmanagerinvestment110000dollars","text","","","","YES","","7"
"fund_manager_ca_openend","firmassetsmanagerinvestment100001500000dollars","text","","","","YES","","8"
"fund_manager_ca_openend","firmassetsmanagerinvestment1000150000dollars","text","","","","YES","","9"
"fund_manager_ca_openend","firmassetsmanagerinvestment5000011milliondollars","text","","","","YES","","10"
"fund_manager_ca_openend","firmassetsmanagerinvestment50001100000dollars","text","","","","YES","","11"
"fund_manager_ca_openend","firmassetsmanagerinvestmentnull","text","","","","YES","","12"
"fund_manager_ca_openend","firmassetsmanagerinvestmentover1milliondollars","text","","","","YES","","13"
"fund_manager_ca_openend","firmaveragemanagertenurelongest","text","","","","YES","","14"
"fund_manager_ca_openend","fundmanagertenureaverage","text","","","","YES","","15"
"fund_manager_ca_openend","managers","jsonb","","","","YES","","16"
"fund_manager_ca_openend","_name","text","","","","YES","","17"
"fund_manager_ca_openend","_hashkey","numeric","","","","YES","","18"
"fund_manager_ca_openend","_runid","text","","","","YES","","19"
"fund_manager_ca_openend","_timestampfrom","timestamp with time zone","","","","YES","","20"
"fund_manager_ca_openend","_timestampto","timestamp with time zone","","","","YES","","21"
"fund_manager_ca_openend","firmmanagerretentionrate5y","text","","","","YES","","22"
"fund_manager_ca_openend","_currencyid","text","","","","YES","","23"
"fund_share_class_basic_info_ca_openend","data_inserted_at","timestamp without time zone","","","","NO","CURRENT_TIMESTAMP","1"
"fund_share_class_basic_info_ca_openend","status_code","numeric","","","","YES","","2"
"fund_share_class_basic_info_ca_openend","status_message","text","","","","YES","","3"
"fund_share_class_basic_info_ca_openend","_id","text","","","","YES","","4"
"fund_share_class_basic_info_ca_openend","_idtype","text","","","","YES","","5"
"fund_share_class_basic_info_ca_openend","amfcategory","text","","","","YES","","6"
"fund_share_class_basic_info_ca_openend","ausinvestmentvehicleregionareacode","text","","","","YES","","7"
"fund_share_class_basic_info_ca_openend","ausinvestmentvehicleregionareacodeisoalpha2","text","","","","YES","","8"
"fund_share_class_basic_info_ca_openend","advisorycompanyid","text","","","","YES","","9"
"fund_share_class_basic_info_ca_openend","advisorycompanyname","text","","","","YES","","10"
"fund_share_class_basic_info_ca_openend","aggregatedcategoryname","text","","","","YES","","11"
"fund_share_class_basic_info_ca_openend","brandingid","text","","","","YES","","12"
"fund_share_class_basic_info_ca_openend","brandingname","text","","","","YES","","13"
"fund_share_class_basic_info_ca_openend","broadassetclass","text","","","","YES","","14"
"fund_share_class_basic_info_ca_openend","broadcategorygroup","text","","","","YES","","15"
"fund_share_class_basic_info_ca_openend","broadcategorygroupid","text","","","","YES","","16"
"fund_share_class_basic_info_ca_openend","canadarisklevelverbal","text","","","","YES","","17"
"fund_share_class_basic_info_ca_openend","canadatimehorizon","text","","","","YES","","18"
"fund_share_class_basic_info_ca_openend","categorycode","text","","","","YES","","19"
"fund_share_class_basic_info_ca_openend","categorycurrencyid","text","","","","YES","","20"
"fund_share_class_basic_info_ca_openend","categoryname","text","","","","YES","","21"
"fund_share_class_basic_info_ca_openend","currency","text","","","","YES","","22"
"fund_share_class_basic_info_ca_openend","currencyid","text","","","","YES","","23"
"fund_share_class_basic_info_ca_openend","custodiancompanyid","text","","","","YES","","24"
"fund_share_class_basic_info_ca_openend","custodiancompanyname","text","","","","YES","","25"
"fund_share_class_basic_info_ca_openend","distributionfrequency","text","","","","YES","","26"
"fund_share_class_basic_info_ca_openend","distributionstatus","text","","","","YES","","27"
"fund_share_class_basic_info_ca_openend","distributorcompanies","jsonb","","","","YES","","28"
"fund_share_class_basic_info_ca_openend","dividenddistributionfrequencydetails","text","","","","YES","","29"
"fund_share_class_basic_info_ca_openend","domicile","text","","","","YES","","30"
"fund_share_class_basic_info_ca_openend","domicileid","text","","","","YES","","31"
"fund_share_class_basic_info_ca_openend","exchangeid","text","","","","YES","","32"
"fund_share_class_basic_info_ca_openend","fixeddistribution","text","","","","YES","","33"
"fund_share_class_basic_info_ca_openend","fundid","text","","","","YES","","34"
"fund_share_class_basic_info_ca_openend","fundlegalname","text","","","","YES","","35"
"fund_share_class_basic_info_ca_openend","fundname","text","","","","YES","","36"
"fund_share_class_basic_info_ca_openend","fundservdetails","jsonb","","","","YES","","37"
"fund_share_class_basic_info_ca_openend","fundservs","jsonb","","","","YES","","38"
"fund_share_class_basic_info_ca_openend","fundstandardname","text","","","","YES","","39"
"fund_share_class_basic_info_ca_openend","globalcategoryid","text","","","","YES","","40"
"fund_share_class_basic_info_ca_openend","globalcategoryname","text","","","","YES","","41"
"fund_share_class_basic_info_ca_openend","globalfundreports","jsonb","","","","YES","","42"
"fund_share_class_basic_info_ca_openend","highnetworth","text","","","","YES","","43"
"fund_share_class_basic_info_ca_openend","ific","text","","","","YES","","44"
"fund_share_class_basic_info_ca_openend","inceptiondate","text","","","","YES","","45"
"fund_share_class_basic_info_ca_openend","indexstrategybox","text","","","","YES","","46"
"fund_share_class_basic_info_ca_openend","indexstrategyboxverbal","text","","","","YES","","47"
"fund_share_class_basic_info_ca_openend","invesmtentdecisionmakingprocess","text","","","","YES","","48"
"fund_share_class_basic_info_ca_openend","investmentphilsophy","text","","","","YES","","49"
"fund_share_class_basic_info_ca_openend","legalname","text","","","","YES","","50"
"fund_share_class_basic_info_ca_openend","legalstructure","text","","","","YES","","51"
"fund_share_class_basic_info_ca_openend","localphone","text","","","","YES","","52"
"fund_share_class_basic_info_ca_openend","mexcode","text","","","","YES","","53"
"fund_share_class_basic_info_ca_openend","mstarid","text","","","","YES","","54"
"fund_share_class_basic_info_ca_openend","morningstarindexid","text","","","","YES","","55"
"fund_share_class_basic_info_ca_openend","morningstarindexname","text","","","","YES","","56"
"fund_share_class_basic_info_ca_openend","multilingualnames","jsonb","","","","YES","","57"
"fund_share_class_basic_info_ca_openend","operationready","text","","","","YES","","58"
"fund_share_class_basic_info_ca_openend","performanceid","text","","","","YES","","59"
"fund_share_class_basic_info_ca_openend","performanceready","text","","","","YES","","60"
"fund_share_class_basic_info_ca_openend","previousfundname","text","","","","YES","","61"
"fund_share_class_basic_info_ca_openend","previousfundnameenddate","text","","","","YES","","62"
"fund_share_class_basic_info_ca_openend","productfocus","text","","","","YES","","63"
"fund_share_class_basic_info_ca_openend","producttype","text","","","","YES","","64"
"fund_share_class_basic_info_ca_openend","providercompanyid","text","","","","YES","","65"
"fund_share_class_basic_info_ca_openend","providercompanyname","text","","","","YES","","66"
"fund_share_class_basic_info_ca_openend","providercompanyphonenumber","text","","","","YES","","67"
"fund_share_class_basic_info_ca_openend","providercompanywebsite","text","","","","YES","","68"
"fund_share_class_basic_info_ca_openend","registeredunder1940act","text","","","","YES","","69"
"fund_share_class_basic_info_ca_openend","restrictedfund","text","","","","YES","","70"
"fund_share_class_basic_info_ca_openend","restructuredate","text","","","","YES","","71"
"fund_share_class_basic_info_ca_openend","securitytype","text","","","","YES","","72"
"fund_share_class_basic_info_ca_openend","shareclasstype","text","","","","YES","","73"
"fund_share_class_basic_info_ca_openend","terminationdate","text","","","","YES","","74"
"fund_share_class_basic_info_ca_openend","ticker","text","","","","YES","","75"
"fund_share_class_basic_info_ca_openend","tollfreephone","text","","","","YES","","76"
"fund_share_class_basic_info_ca_openend","ukreportingstartdate","text","","","","YES","","77"
"fund_share_class_basic_info_ca_openend","ukreportingstatus","text","","","","YES","","78"
